 0.00000000e+00  3.99870442e-04 
 1.00000000e-08  3.99870442e-04 
 2.00000000e-08  3.99870442e-04 
 4.00000000e-08  3.99870442e-04 
 8.00000000e-08  3.99870442e-04 
 1.60000000e-07  3.99870442e-04 
 3.20000000e-07  3.99870442e-04 
 6.40000000e-07  3.99870442e-04 
 1.00000000e-06  3.99870442e-04 
 1.04700000e-06  3.99870442e-04 
 1.06193750e-06  3.99870442e-04 
 1.08807812e-06  3.99870442e-04 
 1.09531348e-06  3.99870442e-04 
 1.10797534e-06  3.99870442e-04 
 1.12038860e-06  7.44571477e-04 
 1.13251313e-06  1.41793803e-03 
 1.15283223e-06  2.54641149e-03 
 1.17325927e-06  3.68087941e-03 
 1.21411336e-06  5.94981500e-03 
 1.29582153e-06  1.04876851e-02 
 1.45923786e-06  1.95634197e-02 
 1.78607054e-06  3.77148577e-02 
 2.00000000e-06  4.95959160e-02 
 2.06536653e-06  5.32261879e-02 
 2.19609960e-06  6.04867256e-02 
 2.45756574e-06  7.50077607e-02 
 2.98049802e-06  1.04049633e-01 
 3.98049802e-06  1.59585216e-01 
 4.98049802e-06  2.15119066e-01 
 5.98049802e-06  2.70650632e-01 
 6.98049802e-06  3.26179365e-01 
 7.98049802e-06  3.81704713e-01 
 8.98049802e-06  4.37226128e-01 
 9.98049802e-06  4.92743058e-01 
 1.09804980e-05  5.48254955e-01 
 1.19804980e-05  6.03761269e-01 
 1.29804980e-05  6.59261449e-01 
 1.39804980e-05  7.14754948e-01 
 1.49804980e-05  7.70241216e-01 
 1.59804980e-05  8.25719704e-01 
 1.69804980e-05  8.81189864e-01 
 1.79804980e-05  9.36651148e-01 
 1.89804980e-05  9.92103006e-01 
 1.99804980e-05  1.04754489e+00 
 2.09804980e-05  1.10297626e+00 
 2.19804980e-05  1.15839655e+00 
 2.29804980e-05  1.21380523e+00 
 2.39804980e-05  1.26920175e+00 
 2.49804980e-05  1.32458556e+00 
 2.59804980e-05  1.37995611e+00 
 2.69804980e-05  1.43531286e+00 
 2.79804980e-05  1.49065526e+00 
 2.89804980e-05  1.54598277e+00 
 2.99804980e-05  1.60129484e+00 
 3.09804980e-05  1.65659092e+00 
 3.19804980e-05  1.71187048e+00 
 3.29804980e-05  1.76713296e+00 
 3.39804980e-05  1.82237781e+00 
 3.49804980e-05  1.87760451e+00 
 3.59804980e-05  1.93281250e+00 
 3.69804980e-05  1.98800124e+00 
 3.79804980e-05  2.04317018e+00 
 3.89804980e-05  2.09831879e+00 
 3.99804980e-05  2.15344652e+00 
 4.09804980e-05  2.20855283e+00 
 4.19804980e-05  2.26363718e+00 
 4.29804980e-05  2.31869902e+00 
 4.39804980e-05  2.37373781e+00 
 4.49804980e-05  2.42875302e+00 
 4.59804980e-05  2.48374410e+00 
 4.69804980e-05  2.53871052e+00 
 4.79804980e-05  2.59365172e+00 
 4.89804980e-05  2.64856718e+00 
 4.99804980e-05  2.70345636e+00 
 5.09804980e-05  2.75831871e+00 
 5.19804980e-05  2.81315369e+00 
 5.29804980e-05  2.86796078e+00 
 5.39804980e-05  2.92273943e+00 
 5.49804980e-05  2.97748911e+00 
 5.59804980e-05  3.03220927e+00 
 5.69804980e-05  3.08689939e+00 
 5.79804980e-05  3.14155892e+00 
 5.89804980e-05  3.19618733e+00 
 5.99804980e-05  3.25078409e+00 
 6.09804980e-05  3.30534866e+00 
 6.19804980e-05  3.35988051e+00 
 6.29804980e-05  3.41437910e+00 
 6.39804980e-05  3.46884391e+00 
 6.49804980e-05  3.52327439e+00 
 6.59804980e-05  3.57767001e+00 
 6.69804980e-05  3.63203025e+00 
 6.79804980e-05  3.68635458e+00 
 6.89804980e-05  3.74064245e+00 
 6.99804980e-05  3.79489335e+00 
 7.09804980e-05  3.84910673e+00 
 7.19804980e-05  3.90328208e+00 
 7.29804980e-05  3.95741886e+00 
 7.39804980e-05  4.01151654e+00 
 7.49804980e-05  4.06557461e+00 
 7.59804980e-05  4.11959252e+00 
 7.69804980e-05  4.17356975e+00 
 7.79804980e-05  4.22750578e+00 
 7.89804980e-05  4.28140007e+00 
 7.99804980e-05  4.33525212e+00 
 8.09804980e-05  4.38906138e+00 
 8.19804980e-05  4.44282734e+00 
 8.29804980e-05  4.49654947e+00 
 8.39804980e-05  4.55022724e+00 
 8.49804980e-05  4.60386015e+00 
 8.59804980e-05  4.65744766e+00 
 8.69804980e-05  4.71098925e+00 
 8.79804980e-05  4.76448440e+00 
 8.89804980e-05  4.81793259e+00 
 8.99804980e-05  4.87133331e+00 
 9.09804980e-05  4.92468603e+00 
 9.19804980e-05  4.97799023e+00 
 9.29804980e-05  5.03124540e+00 
 9.39804980e-05  5.08445101e+00 
 9.49804980e-05  5.13760656e+00 
 9.59804980e-05  5.19071152e+00 
 9.69804980e-05  5.24376539e+00 
 9.79804980e-05  5.29676764e+00 
 9.89804980e-05  5.34971776e+00 
 9.99804980e-05  5.40261524e+00 
 1.00980498e-04  5.45545956e+00 
 1.01980498e-04  5.50825021e+00 
 1.02980498e-04  5.56098669e+00 
 1.03980498e-04  5.61366847e+00 
 1.04980498e-04  5.66629506e+00 
 1.05980498e-04  5.71886593e+00 
 1.06980498e-04  5.77138058e+00 
 1.07980498e-04  5.82383851e+00 
 1.08980498e-04  5.87623920e+00 
 1.09980498e-04  5.92858214e+00 
 1.10980498e-04  5.98086684e+00 
 1.11980498e-04  6.03309278e+00 
 1.12980498e-04  6.08525946e+00 
 1.13980498e-04  6.13736637e+00 
 1.14980498e-04  6.18941302e+00 
 1.15980498e-04  6.24139890e+00 
 1.16980498e-04  6.29332350e+00 
 1.17980498e-04  6.34518633e+00 
 1.18980498e-04  6.39698689e+00 
 1.19980498e-04  6.44872467e+00 
 1.20980498e-04  6.50039918e+00 
 1.21980498e-04  6.55200991e+00 
 1.22980498e-04  6.60355637e+00 
 1.23980498e-04  6.65503807e+00 
 1.24980498e-04  6.70645450e+00 
 1.25980498e-04  6.75780517e+00 
 1.26980498e-04  6.80908959e+00 
 1.27980498e-04  6.86030726e+00 
